date,rr,precipitation
19700220,   36,3.6
19700221,    3,0.3
19700222,   12,1.2
19700223,    0,0
19700224,   11,1.1
19700225,    8,0.8
19700226,    6,0.6
19700227,    1,0.1
19700228,    0,0
19700301,   17,1.7
19700302,    2,0.2
19700303,   55,5.5
19700304,   50,5
19700305,    0,0
19700306,    1,0.1
19700307,    5,0.5
19700308,    0,0
19700309,    0,0
19700310,   31,3.1
19700311,   95,9.5
19700312,    0,0
19700313,    2,0.2
19700314,    0,0
19700315,    0,0
19700316,    0,0
19700317,    5,0.5
19700318,    1,0.1
19700319,    0,0
19700320,    0,0
19700321,    1,0.1
19700322,   50,5
19700323,    2,0.2
19700324,    5,0.5
19700325,    0,0
19700326,    0,0
19700327,    0,0
19700328,   42,4.2
19700329,    0,0
19700330,   11,1.1
19700331,    1,0.1
19700401,    2,0.2
19700402,    8,0.8
19700403,   16,1.6
19700404,   45,4.5
19700405,   66,6.6
19700406,    8,0.8
19700407,    2,0.2
19700408,    7,0.7
19700409,    1,0.1
19700410,   30,3
19700411,   34,3.4
19700412,   71,7.1
19700413,    1,0.1
19700414,   15,1.5
19700415,    0,0
19700416,   13,1.3
19700417,   35,3.5
19700418,   22,2.2
19700419,   20,2
19700420,   40,4
19700421,    9,0.9
19700422,    0,0
19700423,    8,0.8
19700424,   13,1.3
19700425,   54,5.4
19700426,   46,4.6
19700427,    0,0
19700428,   29,2.9
19700429,    0,0
19700430,    0,0
19700501,    2,0.2
19700502,    0,0
19700503,    0,0
19700504,    0,0
19700505,    0,0
19700506,   20,2
19700507,   46,4.6
19700508,    0,0
19700509,   67,6.7
19700510,   95,9.5
19700511,    3,0.3
19700512,    9,0.9
19700513,    0,0
19700514,    2,0.2
19700515,    5,0.5
19700516,    0,0
19700517,    0,0
19700518,    0,0
19700519,    0,0
19700520,    0,0
19700521,    2,0.2
19700522,    0,0
19700523,    0,0
19700524,    0,0
19700525,    0,0
19700526,    0,0
19700527,    0,0
19700528,    0,0
19700529,    0,0
19700530,    0,0
19700531,    0,0
19700601,    0,0
19700602,    0,0
19700603,    0,0
19700604,    0,0
19700605,    0,0
19700606,    0,0
19700607,    0,0
19700608,    0,0
19700609,    0,0
19700610,    0,0
19700611,  525,52.5
19700612,    1,0.1
19700613,    0,0
19700614,    0,0
19700615,    0,0
19700616,    5,0.5
19700617,    0,0
19700618,    0,0
19700619,    0,0
19700620,    0,0
19700621,    0,0
19700622,   40,4
19700623,   61,6.1
19700624,    0,0
19700625,    0,0
19700626,    0,0
19700627,    0,0
19700628,    0,0
19700629,    0,0
19700630,   69,6.9
19700701,   24,2.4
19700702,   16,1.6
19700703,    1,0.1
19700704,    0,0
19700705,    0,0
19700706,    0,0
19700707,   56,5.6
19700708,   53,5.3
19700709,    8,0.8
19700710,    4,0.4
19700711,    0,0
19700712,    0,0
19700713,   88,8.8
19700714,   66,6.6
19700715,    0,0
19700716,    0,0
19700717,    0,0
19700718,   75,7.5
19700719,   36,3.6
19700720,    0,0
19700721,    0,0
19700722,    4,0.4
19700723,    3,0.3
19700724,   33,3.3
19700725,   21,2.1
19700726,   11,1.1
19700727,    6,0.6
19700728,   25,2.5
19700729,    0,0
19700730,    0,0
19700731,    0,0
19700801,    0,0
19700802,    0,0
19700803,    0,0
19700804,    0,0
19700805,   35,3.5
19700806,   19,1.9
19700807,   50,5
19700808,    0,0
19700809,   13,1.3
19700810,   11,1.1
19700811,    0,0
19700812,    0,0
19700813,    0,0
19700814,    0,0
19700815,    7,0.7
19700816,    0,0
19700817,    0,0
19700818,  139,13.9
19700819,  144,14.4
19700820,   66,6.6
19700821,   26,2.6
19700822,   26,2.6
19700823,    0,0
19700824,    0,0
19700825,    0,0
19700826,    0,0
19700827,    0,0
19700828,    0,0
19700829,    0,0
19700830,    0,0
19700831,    0,0
19700901,    0,0
19700902,   20,2
19700903,    0,0
19700904,    0,0
19700905,    0,0
19700906,    0,0
19700907,    6,0.6
19700908,   46,4.6
19700909,   10,1
19700910,   33,3.3
19700911,   30,3
19700912,  134,13.4
19700913,   55,5.5
19700914,  100,10
19700915,   46,4.6
19700916,    0,0
19700917,    0,0
19700918,    0,0
19700919,    0,0
19700920,    0,0
19700921,    1,0.1
19700922,    0,0
19700923,    0,0
19700924,    0,0
19700925,    0,0
19700926,    0,0
19700927,    0,0
19700928,    0,0
19700929,   17,1.7
19700930,    0,0
19701001,    0,0
19701002,    2,0.2
19701003,    0,0
19701004,    0,0
19701005,   28,2.8
19701006,    4,0.4
19701007,    1,0.1
19701008,    0,0
19701009,    0,0
19701010,    0,0
19701011,    0,0
19701012,    0,0
19701013,    0,0
19701014,    0,0
19701015,    0,0
19701016,    0,0
19701017,    0,0
19701018,   15,1.5
19701019,    0,0
19701020,    0,0
19701021,    0,0
19701022,    1,0.1
19701023,    0,0
19701024,    0,0
19701025,   11,1.1
19701026,    0,0
19701027,   14,1.4
19701028,    0,0
19701029,    0,0
19701030,   27,2.7
19701031,    1,0.1
19701101,  109,10.9
19701102,   78,7.8
19701103,    0,0
19701104,    0,0
19701105,    0,0
19701106,  200,20
19701107,    4,0.4
19701108,    2,0.2
19701109,    0,0
19701110,   13,1.3
19701111,   55,5.5
19701112,    0,0
19701113,  156,15.6
19701114,  280,28
19701115,    0,0
19701116,   36,3.6
19701117,   82,8.2
19701118,  127,12.7
19701119,   14,1.4
19701120,   25,2.5
19701121,    0,0
19701122,  100,10
19701123,    4,0.4
19701124,    0,0
19701125,    0,0
19701126,    1,0.1
19701127,    1,0.1
19701128,  129,12.9
19701129,   88,8.8
19701130,    8,0.8
19701201,    0,0
19701202,   12,1.2
19701203,  131,13.1
19701204,    3,0.3
19701205,    0,0
19701206,   39,3.9
19701207,    0,0
19701208,    0,0
19701209,    0,0
19701210,    0,0
19701211,    0,0
19701212,   15,1.5
19701213,    0,0
19701214,    0,0
19701215,    0,0
19701216,    0,0
19701217,    3,0.3
19701218,    0,0
19701219,    0,0
19701220,    0,0
19701221,    0,0
19701222,    1,0.1
19701223,   35,3.5
19701224,    6,0.6
19701225,   14,1.4
19701226,   22,2.2
19701227,    0,0
19701228,   36,3.6
19701229,   68,6.8
19701230,    0,0
19701231,    0,0
19710101,    0,0
19710102,    0,0
19710103,    0,0
19710104,    0,0
19710105,    1,0.1
19710106,    7,0.7
19710107,   36,3.6
19710108,    0,0
19710109,    0,0
19710110,    0,0
19710111,    0,0
19710112,    0,0
19710113,    0,0
19710114,   35,3.5
19710115,    6,0.6
19710116,   53,5.3
19710117,    0,0
19710118,   23,2.3
19710119,   53,5.3
19710120,   83,8.3
19710121,   25,2.5
19710122,   44,4.4
19710123,   88,8.8
19710124,   15,1.5
19710125,   62,6.2
19710126,   99,9.9
19710127,    5,0.5
19710128,    0,0
19710129,   20,2
19710130,   31,3.1
19710131,   19,1.9
19710201,    0,0
19710202,    0,0
19710203,    0,0
19710204,    0,0
19710205,    0,0
19710206,    0,0
19710207,    0,0
19710208,    0,0
19710209,    0,0
19710210,    0,0
19710211,    0,0
19710212,   18,1.8
19710213,    0,0
19710214,   56,5.6
19710215,    4,0.4
19710216,   20,2
19710217,   37,3.7
19710218,    3,0.3
19710219,   12,1.2
19710220,   16,1.6
19710221,    0,0
19710222,    0,0
19710223,    0,0
19710224,    0,0
19710225,    0,0
19710226,    0,0
19710227,    0,0
19710228,    0,0
19710301,   60,6
19710302,    0,0
19710303,    2,0.2
19710304,    0,0
19710305,    0,0
19710306,    0,0
19710307,   15,1.5
19710308,    7,0.7
19710309,    1,0.1
19710310,    0,0
19710311,    0,0
19710312,    0,0
19710313,    0,0
19710314,   91,9.1
19710315,   19,1.9
19710316,    0,0
19710317,  126,12.6
19710318,   47,4.7
19710319,   44,4.4
19710320,    6,0.6
19710321,    0,0
19710322,    0,0
19710323,    0,0
19710324,    0,0
19710325,    1,0.1
19710326,    0,0
19710327,    0,0
19710328,    4,0.4
19710329,    1,0.1
19710330,    0,0
19710331,    0,0
19710401,    0,0
19710402,    0,0
19710403,    0,0
19710404,    0,0
19710405,    0,0
19710406,    0,0
19710407,    0,0
19710408,   73,7.3
19710409,    0,0
19710410,    0,0
19710411,    0,0
19710412,    0,0
19710413,    0,0
19710414,    0,0
19710415,    0,0
19710416,    2,0.2
19710417,    0,0
19710418,    0,0
19710419,    0,0
19710420,    0,0
19710421,    0,0
19710422,   37,3.7
19710423,  254,25.4
19710424,   11,1.1
19710425,   41,4.1
19710426,   55,5.5
19710427,    0,0
19710428,    0,0
19710429,    0,0
19710430,    0,0
19710501,    0,0
19710502,    0,0
19710503,    0,0
19710504,    0,0
19710505,    0,0
19710506,  179,17.9
19710507,   72,7.2
19710508,    0,0
19710509,    0,0
19710510,    0,0
19710511,    0,0
19710512,    0,0
19710513,    0,0
19710514,    0,0
19710515,   81,8.1
19710516,   12,1.2
19710517,    0,0
19710518,    0,0
19710519,    0,0
19710520,    0,0
19710521,    0,0
19710522,   30,3
19710523,   91,9.1
19710524,  240,24
19710525,    1,0.1
19710526,    6,0.6
19710527,   41,4.1
19710528,    5,0.5
19710529,    7,0.7
19710530,    2,0.2
19710531,    0,0
19710601,    0,0
19710602,    0,0
19710603,    0,0
19710604,    0,0
19710605,    0,0
19710606,    0,0
19710607,    0,0
19710608,   96,9.6
19710609,   13,1.3
19710610,  363,36.3
19710611,    0,0
19710612,    0,0
19710613,  104,10.4
19710614,  216,21.6
19710615,    0,0
19710616,    9,0.9
19710617,    4,0.4
19710618,  284,28.4
19710619,   82,8.2
19710620,    0,0
19710621,    0,0
19710622,    0,0
19710623,    0,0
19710624,    0,0
19710625,    5,0.5
19710626,   15,1.5
19710627,   82,8.2
19710628,    4,0.4
19710629,    0,0
19710630,    0,0
19710701,    0,0
19710702,    0,0
19710703,    0,0
19710704,    0,0
19710705,    0,0
19710706,    0,0
19710707,    0,0
19710708,    0,0
19710709,    0,0
19710710,    0,0
19710711,    0,0
19710712,    0,0
19710713,    0,0
19710714,    0,0
19710715,    0,0
19710716,    0,0
19710717,    0,0
19710718,    0,0
19710719,    0,0
19710720,    6,0.6
19710721,    1,0.1
19710722,    0,0
19710723,   34,3.4
19710724,   10,1
19710725,   11,1.1
19710726,   21,2.1
19710727,  108,10.8
19710728,    0,0
19710729,    0,0
19710730,    1,0.1
19710731,    1,0.1
19710801,   22,2.2
19710802,  139,13.9
19710803,    8,0.8
19710804,  197,19.7
19710805,   25,2.5
19710806,    6,0.6
19710807,   49,4.9
19710808,    0,0
19710809,    0,0
19710810,   15,1.5
19710811,    1,0.1
19710812,   10,1
19710813,    8,0.8
19710814,   13,1.3
19710815,    0,0
19710816,    0,0
19710817,    0,0
19710818,    4,0.4
19710819,    0,0
19710820,  108,10.8
19710821,    4,0.4
19710822,   16,1.6
19710823,    0,0
19710824,    0,0
19710825,    1,0.1
19710826,    9,0.9
19710827,    0,0
19710828,    0,0
19710829,    0,0
19710830,    9,0.9
19710831,    0,0
19710901,    0,0
19710902,    0,0
19710903,    0,0
19710904,    0,0
19710905,    0,0
19710906,    0,0
19710907,    0,0
19710908,    0,0
19710909,    0,0
19710910,    0,0
19710911,    0,0
19710912,    0,0
19710913,    0,0
19710914,    0,0
19710915,    0,0
19710916,    0,0
19710917,    0,0
19710918,    0,0
19710919,    0,0
19710920,    0,0
19710921,    0,0
19710922,    0,0
19710923,    0,0
19710924,    5,0.5
19710925,   32,3.2
19710926,   73,7.3
19710927,    1,0.1
19710928,    0,0
19710929,    0,0
19710930,    0,0
19711001,    0,0
19711002,    0,0
19711003,    0,0
19711004,    0,0
19711005,    0,0
19711006,    0,0
19711007,    0,0
19711008,    0,0
19711009,    0,0
19711010,    0,0
19711011,    7,0.7
19711012,  181,18.1
19711013,  114,11.4
19711014,    0,0
19711015,    6,0.6
19711016,  188,18.8
19711017,   25,2.5
19711018,    0,0
19711019,   27,2.7
19711020,   24,2.4
19711021,    0,0
19711022,    0,0
19711023,    0,0
19711024,    0,0
19711025,    0,0
19711026,    0,0
19711027,    0,0
19711028,    0,0
19711029,    3,0.3
19711030,    1,0.1
19711031,    2,0.2
19711101,    0,0
19711102,    0,0
19711103,    0,0
19711104,    0,0
19711105,  129,12.9
19711106,    0,0
19711107,   36,3.6
19711108,    0,0
19711109,    0,0
19711110,    0,0
19711111,    0,0
19711112,    0,0
19711113,    2,0.2
19711114,    0,0
19711115,    0,0
19711116,    4,0.4
19711117,    0,0
19711118,   35,3.5
19711119,    0,0
19711120,  170,17
19711121,    5,0.5
19711122,   25,2.5
19711123,    8,0.8
19711124,    0,0
19711125,   27,2.7
19711126,    8,0.8
19711127,  190,19
19711128,    0,0
19711129,    0,0
19711130,    0,0
19711201,    1,0.1
19711202,    1,0.1
19711203,    0,0
19711204,    0,0
19711205,    0,0
19711206,    0,0
19711207,    0,0
19711208,    0,0
19711209,    0,0
19711210,    0,0
19711211,    0,0
19711212,    0,0
19711213,    0,0
19711214,    0,0
19711215,   25,2.5
19711216,    0,0
19711217,    0,0
19711218,    2,0.2
19711219,   85,8.5
19711220,    0,0
19711221,   22,2.2
19711222,   42,4.2
19711223,    0,0
19711224,    0,0
19711225,    6,0.6
19711226,    1,0.1
19711227,   18,1.8
19711228,    0,0
19711229,    2,0.2
19711230,    5,0.5
19711231,    0,0
19720101,   11,1.1
19720102,    9,0.9
19720103,    5,0.5
19720104,   17,1.7
19720105,    0,0
19720106,    0,0
19720107,   63,6.3
19720108,    8,0.8
19720109,    0,0
19720110,   78,7.8
19720111,   60,6
19720112,   14,1.4
19720113,   21,2.1
19720114,    0,0
19720115,   17,1.7
19720116,    7,0.7
19720117,    5,0.5
19720118,   30,3
19720119,    0,0
19720120,    0,0
19720121,    0,0
19720122,    6,0.6
19720123,   24,2.4
19720124,   67,6.7
19720125,   11,1.1
19720126,   58,5.8
19720127,   29,2.9
19720128,    3,0.3
19720129,    0,0
19720130,   10,1
19720131,    0,0
19720201,   28,2.8
19720202,   41,4.1
19720203,   38,3.8
19720204,    0,0
19720205,   39,3.9
19720206,   13,1.3
19720207,    1,0.1
19720208,   19,1.9
19720209,    0,0
19720210,   18,1.8
19720211,   77,7.7
19720212,   10,1
19720213,    0,0
19720214,    0,0
19720215,   40,4
19720216,   50,5
19720217,    3,0.3
19720218,   42,4.2
19720219,    1,0.1
19720220,    0,0
19720221,    7,0.7
19720222,    4,0.4
19720223,    0,0
19720224,    0,0
19720225,    0,0
19720226,    0,0
19720227,    0,0
19720228,    3,0.3
19720229,    0,0
19720301,    0,0
19720302,    6,0.6
19720303,   49,4.9
19720304,  162,16.2
19720305,   47,4.7
19720306,   44,4.4
19720307,   22,2.2
19720308,    0,0
19720309,   13,1.3
19720310,   15,1.5
19720311,   21,2.1
19720312,    0,0
19720313,   14,1.4
19720314,    1,0.1
19720315,    0,0
19720316,    0,0
19720317,    0,0
19720318,    0,0
19720319,    0,0
19720320,    0,0
19720321,    0,0
19720322,    0,0
19720323,    0,0
19720324,    0,0
19720325,   15,1.5
19720326,   41,4.1
19720327,   52,5.2
19720328,    9,0.9
19720329,    0,0
19720330,    0,0
19720331,   29,2.9
19720401,    0,0
19720402,    0,0
19720403,   10,1
19720404,    9,0.9
19720405,   22,2.2
19720406,    7,0.7
19720407,    3,0.3
19720408,    0,0
19720409,   43,4.3
19720410,   33,3.3
19720411,   16,1.6
19720412,   13,1.3
19720413,   97,9.7
19720414,    0,0
19720415,    6,0.6
19720416,    0,0
19720417,    0,0
19720418,    0,0
19720419,    6,0.6
19720420,    0,0
19720421,    0,0
19720422,    0,0
19720423,    0,0
19720424,    0,0
19720425,    0,0
19720426,    0,0
19720427,    0,0
19720428,   63,6.3
19720429,   55,5.5
19720430,    0,0
19720501,    2,0.2
19720502,    0,0
19720503,    0,0
19720504,    7,0.7
19720505,   15,1.5
19720506,   19,1.9
19720507,    0,0
19720508,    9,0.9
19720509,   36,3.6
19720510,   30,3
19720511,   38,3.8
19720512,    0,0
19720513,    6,0.6
19720514,    0,0
19720515,    7,0.7
19720516,    3,0.3
19720517,    0,0
19720518,   36,3.6
19720519,    0,0
19720520,    3,0.3
19720521,    0,0
19720522,    3,0.3
19720523,    3,0.3
19720524,    2,0.2
19720525,    9,0.9
19720526,   26,2.6
19720527,    2,0.2
19720528,    3,0.3
19720529,    0,0
19720530,    0,0
19720531,    0,0
19720601,    5,0.5
19720602,    3,0.3
19720603,   17,1.7
19720604,   26,2.6
19720605,    0,0
19720606,    0,0
19720607,    8,0.8
19720608,    3,0.3
19720609,   14,1.4
19720610,    0,0
19720611,   19,1.9
19720612,    0,0
19720613,    0,0
19720614,    0,0
19720615,    0,0
19720616,    0,0
19720617,    2,0.2
19720618,   25,2.5
19720619,    4,0.4
19720620,    0,0
19720621,    2,0.2
19720622,    1,0.1
19720623,    0,0
19720624,    0,0
19720625,    0,0
19720626,    0,0
19720627,   24,2.4
19720628,    0,0
19720629,    0,0
19720630,    1,0.1
19720701,    0,0
19720702,    0,0
19720703,    0,0
19720704,    0,0
19720705,    0,0
19720706,    0,0
19720707,   50,5
19720708,   68,6.8
19720709,    0,0
19720710,    0,0
19720711,    0,0
19720712,    0,0
19720713,    0,0
19720714,    0,0
19720715,    0,0
19720716,    0,0
19720717,    0,0
19720718,    0,0
19720719,    0,0
19720720,    0,0
19720721,   25,2.5
19720722,    0,0
19720723,   19,1.9
19720724,    0,0
19720725,    0,0
19720726,    0,0
19720727,    0,0
19720728,    0,0
19720729,    0,0
19720730,    8,0.8
19720731,  102,10.2
19720801,   97,9.7
19720802,    0,0
19720803,    0,0
19720804,    4,0.4
19720805,    0,0
19720806,   19,1.9
19720807,   12,1.2
19720808,    0,0
19720809,   14,1.4
19720810,    0,0
19720811,    0,0
19720812,    1,0.1
19720813,    0,0
19720814,    0,0
19720815,    0,0
19720816,    0,0
19720817,    0,0
19720818,    0,0
19720819,    0,0
19720820,    7,0.7
19720821,    0,0
19720822,    0,0
19720823,    0,0
19720824,    0,0
19720825,    0,0
19720826,    0,0
19720827,    0,0
19720828,    0,0
19720829,    0,0
19720830,    0,0
19720831,    0,0
19720901,    0,0
19720902,    0,0
19720903,    0,0
19720904,    0,0
19720905,    0,0
19720906,    0,0
19720907,    0,0
19720908,  136,13.6
19720909,    0,0
19720910,    0,0
19720911,    0,0
19720912,   14,1.4
19720913,   56,5.6
19720914,    0,0
19720915,    0,0
19720916,    0,0
19720917,    9,0.9
19720918,   61,6.1
19720919,    0,0
19720920,    0,0
19720921,    0,0
19720922,    0,0
19720923,    0,0
19720924,    0,0
19720925,    0,0
19720926,    0,0
19720927,    0,0
19720928,    0,0
19720929,    0,0
19720930,    0,0
19721001,    0,0
19721002,    0,0
19721003,    0,0
19721004,    0,0
19721005,    0,0
19721006,    0,0
19721007,    0,0
19721008,    2,0.2
19721009,   48,4.8
19721010,   77,7.7
19721011,    0,0
19721012,    0,0
19721013,    0,0
19721014,    0,0
19721015,    0,0
19721016,    0,0
19721017,    0,0
19721018,    0,0
19721019,    0,0
19721020,    0,0
19721021,    0,0
19721022,    0,0
19721023,    0,0
19721024,    0,0
19721025,    0,0
19721026,    5,0.5
19721027,    6,0.6
19721028,    0,0
19721029,    6,0.6
19721030,   29,2.9
19721031,    0,0
19721101,    0,0
19721102,    0,0
19721103,    0,0
19721104,    9,0.9
19721105,    1,0.1
19721106,   32,3.2
19721107,   67,6.7
19721108,    0,0
19721109,   59,5.9
19721110,    4,0.4
19721111,    0,0
19721112,  162,16.2
19721113,    0,0
19721114,    1,0.1
19721115,   38,3.8
19721116,    1,0.1
19721117,    0,0
19721118,   45,4.5
19721119,   41,4.1
19721120,   15,1.5
19721121,    0,0
19721122,    0,0
19721123,    0,0
19721124,    0,0
19721125,   27,2.7
19721126,    0,0
19721127,   21,2.1
19721128,    1,0.1
19721129,   52,5.2
19721130,    1,0.1
19721201,   39,3.9
19721202,   50,5
19721203,    2,0.2
19721204,  126,12.6
19721205,  188,18.8
19721206,   85,8.5
19721207,   11,1.1
19721208,   35,3.5
19721209,   54,5.4
19721210,    0,0
19721211,   37,3.7
19721212,   16,1.6
19721213,    3,0.3
19721214,    0,0
19721215,   15,1.5
19721216,    2,0.2
19721217,    0,0
19721218,    1,0.1
19721219,    0,0
19721220,    0,0
19721221,    0,0
19721222,    0,0
19721223,    0,0
19721224,    2,0.2
19721225,    0,0
19721226,    1,0.1
19721227,    1,0.1
19721228,    0,0
19721229,    0,0
19721230,    0,0
19721231,    0,0
19730101,    2,0.2
19730102,    0,0
19730103,    1,0.1
19730104,    4,0.4
19730105,    0,0
19730106,    0,0
19730107,    0,0
19730108,    0,0
19730109,    0,0
19730110,    0,0
19730111,    0,0
19730112,    0,0
19730113,    7,0.7
19730114,   49,4.9
19730115,    6,0.6
19730116,    0,0
19730117,    0,0
19730118,    0,0
19730119,   14,1.4
19730120,   10,1
19730121,    0,0
19730122,   19,1.9
19730123,    1,0.1
19730124,    0,0
19730125,    0,0
19730126,   18,1.8
19730127,    0,0
19730128,    0,0
19730129,    0,0
19730130,    1,0.1
19730131,    1,0.1
19730201,    0,0
19730202,    0,0
19730203,    0,0
19730204,    1,0.1
19730205,    0,0
19730206,    0,0
19730207,   19,1.9
19730208,   22,2.2
19730209,    0,0
19730210,    7,0.7
19730211,    0,0
19730212,   51,5.1
19730213,    5,0.5
19730214,    0,0
19730215,    0,0
19730216,    0,0
19730217,    0,0
19730218,    4,0.4
19730219,    7,0.7
19730220,    0,0
19730221,    3,0.3
19730222,    0,0
19730223,    7,0.7
19730224,    0,0
19730225,    0,0
19730226,    0,0
19730227,    0,0
19730228,    0,0
19730301,   22,2.2
19730302,    0,0
19730303,    0,0
19730304,    0,0
19730305,   10,1
19730306,   27,2.7
19730307,    0,0
19730308,    0,0
19730309,    0,0
19730310,    0,0
19730311,    0,0
19730312,    0,0
19730313,    0,0
19730314,    0,0
19730315,    0,0
19730316,    0,0
19730317,    0,0
19730318,    0,0
19730319,    0,0
19730320,    0,0
19730321,    0,0
19730322,    0,0
19730323,    0,0
19730324,   16,1.6
19730325,   18,1.8
19730326,    0,0
19730327,    0,0
19730328,    0,0
19730329,    0,0
19730330,   12,1.2
19730331,    0,0
19730401,   85,8.5
19730402,   11,1.1
19730403,   10,1
19730404,    1,0.1
19730405,    0,0
19730406,    1,0.1
19730407,    5,0.5
19730408,   16,1.6
19730409,    1,0.1
19730410,    7,0.7
19730411,    2,0.2
19730412,    0,0
19730413,    0,0
19730414,    0,0
19730415,    0,0
19730416,    0,0
19730417,    0,0
19730418,    3,0.3
19730419,    2,0.2
19730420,    9,0.9
19730421,   56,5.6
19730422,  101,10.1
19730423,  198,19.8
19730424,    0,0
19730425,    0,0
19730426,    0,0
19730427,    0,0
19730428,   31,3.1
19730429,   10,1
19730430,   32,3.2
19730501,    0,0
19730502,    8,0.8
19730503,  126,12.6
19730504,   24,2.4
19730505,   65,6.5
19730506,   13,1.3
19730507,   30,3
19730508,    0,0
19730509,   17,1.7
19730510,    0,0
19730511,    3,0.3
19730512,    0,0
19730513,   41,4.1
19730514,    0,0
19730515,    0,0
19730516,    0,0
19730517,    1,0.1
19730518,    0,0
19730519,   30,3
19730520,    2,0.2
19730521,    1,0.1
19730522,   27,2.7
19730523,   93,9.3
19730524,    0,0
19730525,    0,0
19730526,    0,0
19730527,    0,0
19730528,    0,0
19730529,   57,5.7
19730530,    1,0.1
19730531,    3,0.3
19730601,    0,0
19730602,    0,0
19730603,    0,0
19730604,    0,0
19730605,    0,0
19730606,    0,0
19730607,    0,0
19730608,    0,0
19730609,    0,0
19730610,    0,0
19730611,    0,0
19730612,    0,0
19730613,    0,0
19730614,    0,0
19730615,    0,0
19730616,    0,0
19730617,    0,0
19730618,    0,0
19730619,  371,37.1
19730620,  132,13.2
19730621,    0,0
19730622,    0,0
19730623,    0,0
19730624,   56,5.6
19730625,    0,0
19730626,   59,5.9
19730627,   70,7
19730628,    0,0
19730629,    0,0
19730630,    0,0
19730701,    0,0
19730702,    0,0
19730703,    0,0
19730704,    0,0
19730705,    0,0
19730706,  129,12.9
19730707,    0,0
19730708,    0,0
19730709,    0,0
19730710,    0,0
19730711,    2,0.2
19730712,    2,0.2
19730713,    0,0
19730714,   58,5.8
19730715,  140,14
19730716,   42,4.2
19730717,    1,0.1
19730718,   19,1.9
19730719,   11,1.1
19730720,   34,3.4
19730721,   20,2
19730722,    0,0
19730723,   29,2.9
19730724,    0,0
19730725,    4,0.4
19730726,    0,0
19730727,    0,0
19730728,    0,0
19730729,    0,0
19730730,    0,0
19730731,    0,0
19730801,    0,0
19730802,    0,0
19730803,    5,0.5
19730804,   26,2.6
19730805,   86,8.6
19730806,  104,10.4
19730807,    3,0.3
19730808,    0,0
19730809,    0,0
19730810,    0,0
19730811,    0,0
19730812,    0,0
19730813,    0,0
19730814,    0,0
19730815,    0,0
19730816,    0,0
19730817,    0,0
19730818,    0,0
19730819,    0,0
19730820,    0,0
19730821,    0,0
19730822,    0,0
19730823,    0,0
19730824,    0,0
19730825,    0,0
19730826,    0,0
19730827,  183,18.3
19730828,    0,0
19730829,    2,0.2
19730830,    0,0
19730831,    0,0
19730901,    3,0.3
19730902,    0,0
19730903,    0,0
19730904,    0,0
19730905,    0,0
19730906,    0,0
19730907,    0,0
19730908,    0,0
19730909,    0,0
19730910,    0,0
19730911,    0,0
19730912,    0,0
19730913,    0,0
19730914,    0,0
19730915,    4,0.4
19730916,    0,0
19730917,    6,0.6
19730918,   60,6
19730919,    0,0
19730920,  410,41
19730921,    0,0
19730922,    0,0
19730923,    2,0.2
19730924,    0,0
19730925,    2,0.2
19730926,   44,4.4
19730927,   76,7.6
19730928,    0,0
19730929,    0,0
19730930,    0,0
19731001,    0,0
19731002,    0,0
19731003,    0,0
19731004,    0,0
19731005,    0,0
19731006,  202,20.2
19731007,    0,0
19731008,    0,0
19731009,    0,0
19731010,   39,3.9
19731011,    1,0.1
19731012,    2,0.2
19731013,    2,0.2
19731014,    0,0
19731015,   64,6.4
19731016,    9,0.9
19731017,    0,0
19731018,    0,0
19731019,   41,4.1
19731020,    2,0.2
19731021,    0,0
19731022,   24,2.4
19731023,    0,0
19731024,    0,0
19731025,    0,0
19731026,    0,0
19731027,    0,0
19731028,    0,0
19731029,    0,0
19731030,    0,0
19731031,    0,0
19731101,    0,0
19731102,    0,0
19731103,    3,0.3
19731104,   38,3.8
19731105,   12,1.2
19731106,    0,0
19731107,    0,0
19731108,    0,0
19731109,   74,7.4
19731110,    0,0
19731111,    0,0
19731112,    4,0.4
19731113,    5,0.5
19731114,   30,3
19731115,   11,1.1
19731116,    0,0
19731117,    0,0
19731118,    0,0
19731119,    0,0
19731120,    0,0
19731121,    0,0
19731122,    3,0.3
19731123,    0,0
19731124,    3,0.3
19731125,    2,0.2
19731126,    0,0
19731127,    0,0
19731128,   81,8.1
19731129,    0,0
19731130,    0,0
19731201,    0,0
19731202,    0,0
19731203,    0,0
19731204,    0,0
19731205,    0,0
19731206,    3,0.3
19731207,  113,11.3
19731208,    6,0.6
19731209,    0,0
19731210,   19,1.9
19731211,    2,0.2
19731212,   11,1.1
19731213,    0,0
19731214,    0,0
19731215,    1,0.1
19731216,    2,0.2
19731217,    0,0
19731218,    0,0
19731219,   44,4.4
19731220,   48,4.8
19731221,   76,7.6
19731222,   85,8.5
19731223,   62,6.2
19731224,    0,0
19731225,   23,2.3
19731226,    1,0.1
19731227,    1,0.1
19731228,    0,0
19731229,    0,0
19731230,   26,2.6
19731231,    0,0
19740101,    0,0
19740102,    1,0.1
19740103,    0,0
19740104,   39,3.9
19740105,   49,4.9
19740106,   50,5
19740107,    1,0.1
19740108,   40,4
19740109,    1,0.1
19740110,   93,9.3
19740111,   15,1.5
19740112,   71,7.1
19740113,   26,2.6
19740114,    3,0.3
19740115,   26,2.6
19740116,   26,2.6
19740117,    0,0
19740118,    0,0
