,date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth,year,month
23246,20230824,6.0,1.9,115.0,22.1,20.6,13.9,0.0,101210.0,0.0,2023,8
23247,20230825,7.0,6.0,179.0,21.1,18.0,11.7,0.0,100990.0,0.0,2023,8
23248,20230826,5.0,4.2,152.0,21.4,16.4,10.5,1.0,100870.0,0.0,2023,8
23249,20230827,4.0,7.3,193.0,21.0,15.9,12.0,0.2,101090.0,0.0,2023,8
23250,20230828,6.0,4.8,159.0,21.5,16.5,14.4,0.0,101470.0,0.0,2023,8
23251,20230829,8.0,2.2,116.0,21.1,17.9,10.5,0.4,101210.0,0.0,2023,8
23252,20230830,5.0,5.5,166.0,17.3,15.8,11.3,0.0,100880.0,0.0,2023,8
23253,20230831,8.0,0.1,64.0,22.9,14.3,14.0,1.2,100980.0,0.0,2023,8
23254,20230901,6.0,2.8,119.0,24.4,18.4,16.8,0.2,101080.0,0.0,2023,9
23255,20230902,5.0,3.6,130.0,26.8,20.6,13.4,0.0,102070.0,0.0,2023,9
23256,20230903,0.0,11.2,218.0,30.0,20.1,16.1,0.0,102660.0,0.0,2023,9
23257,20230904,1.0,11.4,218.0,30.5,23.1,15.8,0.0,102250.0,0.0,2023,9
23258,20230905,0.0,11.3,215.0,31.6,23.1,16.7,0.0,101740.0,0.0,2023,9
23259,20230906,0.0,9.9,199.0,32.3,24.1,18.7,0.0,101860.0,0.0,2023,9
23260,20230907,1.0,10.6,205.0,30.5,25.5,18.9,0.0,101690.0,0.0,2023,9
23261,20230908,6.0,3.5,122.0,33.0,24.7,18.8,0.0,101640.0,0.0,2023,9
23262,20230909,2.0,10.8,203.0,30.3,25.9,18.9,0.0,101570.0,0.0,2023,9
23263,20230910,2.0,5.7,148.0,26.5,24.6,18.6,0.0,101480.0,0.0,2023,9
23264,20230911,6.0,4.1,127.0,24.2,22.6,17.5,0.0,101340.0,0.0,2023,9
23265,20230912,8.0,0.4,65.0,21.6,20.9,13.9,7.2,101400.0,0.0,2023,9
23266,20230913,7.0,3.5,116.0,24.4,17.8,13.2,0.0,102120.0,0.0,2023,9
23267,20230914,2.0,10.3,189.0,25.8,18.8,11.6,0.0,102060.0,0.0,2023,9
23268,20230915,1.0,7.8,163.0,27.0,18.7,13.9,0.0,101470.0,0.0,2023,9
23269,20230916,3.0,6.8,151.0,22.6,20.4,16.1,0.0,101310.0,0.0,2023,9
23270,20230917,7.0,0.9,72.0,21.0,19.4,15.8,14.8,101030.0,0.0,2023,9
23271,20230918,6.0,3.8,114.0,20.2,18.4,12.5,0.6,100250.0,0.0,2023,9
23272,20230919,7.0,0.0,46.0,20.9,16.4,16.2,0.0,100590.0,0.0,2023,9
23273,20230920,8.0,0.4,59.0,18.9,18.6,10.9,26.8,99850.0,0.0,2023,9
23274,20230921,5.0,6.9,145.0,18.7,14.9,10.3,6.0,99580.0,0.0,2023,9
23275,20230922,5.0,6.4,138.0,19.1,14.5,8.3,0.2,100180.0,0.0,2023,9
23276,20230923,2.0,7.2,144.0,21.7,13.7,11.1,0.0,101580.0,0.0,2023,9
23277,20230924,6.0,0.9,66.0,22.8,16.4,15.7,0.2,101770.0,0.0,2023,9
23278,20230925,5.0,8.2,151.0,23.4,19.2,12.0,0.0,101870.0,0.0,2023,9
23279,20230926,6.0,4.6,113.0,21.8,17.7,13.4,0.0,101710.0,0.0,2023,9
23280,20230927,7.0,1.0,66.0,19.6,17.6,15.3,0.0,101350.0,0.0,2023,9
23281,20230928,7.0,0.8,61.0,20.4,17.4,15.3,3.4,101290.0,0.0,2023,9
23282,20230929,5.0,8.2,144.0,20.1,17.9,11.6,0.0,101820.0,0.0,2023,9
23283,20230930,7.0,4.9,111.0,22.2,15.8,14.6,0.0,102440.0,0.0,2023,9
23284,20231001,6.0,0.2,46.0,19.1,18.4,15.5,0.0,102020.0,0.0,2023,10
23285,20231002,8.0,0.0,38.0,19.3,17.3,12.0,1.2,101580.0,0.0,2023,10
23286,20231003,5.0,7.0,127.0,19.0,15.7,11.0,0.0,101910.0,0.0,2023,10
23287,20231004,6.0,2.6,81.0,19.9,15.0,13.2,0.0,102600.0,0.0,2023,10
23288,20231005,7.0,1.9,72.0,21.7,16.6,13.5,0.0,102440.0,0.0,2023,10
23289,20231006,5.0,6.1,114.0,25.4,17.6,14.3,0.0,102320.0,0.0,2023,10
23290,20231007,2.0,7.3,123.0,25.5,19.9,12.0,0.0,102310.0,0.0,2023,10
23291,20231008,3.0,8.4,130.0,24.7,18.8,12.7,0.0,102410.0,0.0,2023,10
23292,20231009,2.0,6.9,116.0,23.2,18.7,13.3,0.0,102150.0,0.0,2023,10
