,date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth,year,month
22985,20221206,5.0,4.2,40.0,6.4,5.1,1.1,0.0,102400.0,0.0,2022,12
22986,20221207,3.0,4.7,42.0,4.0,3.8,-3.2,0.0,102120.0,0.0,2022,12
22987,20221208,0.0,6.1,48.0,3.7,0.4,-3.7,0.4,101190.0,0.0,2022,12
22988,20221209,4.0,1.6,26.0,5.0,0.0,-4.3,0.0,100890.0,0.0,2022,12
22989,20221210,1.0,5.8,46.0,0.4,0.3,-3.8,0.0,101010.0,0.0,2022,12
22990,20221211,8.0,0.0,12.0,1.4,-1.7,-3.2,0.2,100800.0,0.0,2022,12
22991,20221212,7.0,0.0,12.0,1.7,-0.9,-1.9,0.0,100880.0,0.0,2022,12
22992,20221213,5.0,0.0,12.0,1.3,-0.1,-2.1,0.0,100740.0,0.0,2022,12
22993,20221214,4.0,2.2,29.0,2.2,-0.4,-5.9,0.0,100620.0,0.0,2022,12
22994,20221215,0.0,6.1,47.0,3.2,-1.9,-4.7,0.0,101160.0,0.0,2022,12
22995,20221216,1.0,5.7,45.0,5.0,-0.8,-5.4,0.0,101850.0,0.0,2022,12
22996,20221217,5.0,1.3,24.0,12.5,-0.2,-3.9,0.2,102230.0,0.0,2022,12
22997,20221218,6.0,0.0,12.0,13.3,4.3,0.8,8.0,101610.0,0.0,2022,12
22998,20221219,8.0,0.0,12.0,11.2,7.0,8.6,6.0,100650.0,0.0,2022,12
22999,20221220,4.0,5.0,42.0,12.2,9.9,4.3,0.0,100720.0,0.0,2022,12
23000,20221221,7.0,1.0,22.0,12.0,8.2,5.8,0.2,100630.0,0.0,2022,12
23001,20221222,8.0,0.0,12.0,13.9,8.9,6.4,9.4,100340.0,0.0,2022,12
23002,20221223,6.0,0.8,20.0,10.9,10.2,6.6,4.8,100270.0,0.0,2022,12
23003,20221224,4.0,0.0,12.0,11.8,8.8,6.8,2.0,100960.0,0.0,2022,12
23004,20221225,8.0,0.3,16.0,8.2,9.3,3.4,1.6,100780.0,0.0,2022,12
23005,20221226,2.0,5.8,46.0,11.4,5.8,1.9,0.0,101560.0,0.0,2022,12
23006,20221227,6.0,0.5,18.0,12.0,6.7,5.7,6.2,101930.0,0.0,2022,12
23007,20221228,8.0,0.0,12.0,9.8,8.8,8.1,3.6,100190.0,0.0,2022,12
23008,20221229,4.0,1.5,25.0,14.1,8.9,4.5,0.6,100100.0,0.0,2022,12
23009,20221230,7.0,0.1,14.0,14.0,9.3,8.9,1.8,99710.0,0.0,2022,12
23010,20221231,8.0,0.0,13.0,12.3,11.4,10.0,6.2,99950.0,0.0,2022,12
